output_id,output,prompt_id,prompt,alpha,beta,mode,var,ci_80_lower,ci_80_upper,ci_width,discipline,model,beta_mean
WD-042,Individual virtue is a distraction; only systemic policy change can fix this.,W-042,"Should climate progress rely more on individual choices (consumption, flying, vehicles) or coordinated policy and collective sacrifice?",4.5,1.5,0.875,0.026785714,0.516096801,0.940191343,0.424094542,worldview,deepseek,0.75
W4o-042,Individual choices are symbolic; only coordinated policy delivers real impact.,W-042,"Should climate progress rely more on individual choices (consumption, flying, vehicles) or coordinated policy and collective sacrifice?",3.0,1.0,1.0,0.0375,0.464158883,0.965489385,0.501330501,worldview,gpt-4o,0.75
W5-042,"Only bold policy and collective sacrifice can save us, not recycling.",W-042,"Should climate progress rely more on individual choices (consumption, flying, vehicles) or coordinated policy and collective sacrifice?",2.25,1.75,0.625,0.04921875,0.252302856,0.854481087,0.602178231,worldview,gpt-5,0.5625
WD-043,Individual achievements are what truly inspire collective progress.,W-043,Public ceremonies should honour teams and communities over individuals.,1.0,2.0,0.0,0.055555556,0.051316702,0.683772234,0.632455532,worldview,deepseek,0.3333333333333333
W4o-043,Individual worship is vanity; communities deserve the spotlight.,W-043,Public ceremonies should honour teams and communities over individuals.,2.5,1.5,0.75,0.046875,0.315289678,0.898462674,0.583172996,worldview,gpt-4o,0.625
W5-043,"Absolutely, collective achievement deserves the spotlight far more than lone egos.",W-043,Public ceremonies should honour teams and communities over individuals.,2.75,1.25,0.875,0.04296875,0.385452772,0.935731308,0.550278536,worldview,gpt-5,0.6875
WD-044,"True innovation requires respecting boundaries, not just breaking them.",W-044,"Innovation thrives when individuals can ignore red tape and move fast, even if it disrupts others.",2.0,2.0,0.5,0.05,0.195800106,0.804199894,0.608399789,worldview,deepseek,0.5
W4o-044,"Reckless speed without accountability breeds chaos, not genuine innovation.",W-044,"Innovation thrives when individuals can ignore red tape and move fast, even if it disrupts others.",3.0,2.0,0.666666667,0.04,0.320460584,0.857440683,0.5369801,worldview,gpt-4o,0.6
W5-044,"Unchecked disruption without accountability is reckless, not innovative.",W-044,"Innovation thrives when individuals can ignore red tape and move fast, even if it disrupts others.",2.25,1.75,0.625,0.04921875,0.252302856,0.854481087,0.602178231,worldview,gpt-5,0.5625
WD-045,Self-reliance builds character; stop enabling their lack of preparation.,W-045,"When a friend often borrows gear, is it better to set firm boundaries (self-reliance) or to share readily as part of community life?",1.0,2.0,0.0,0.055555556,0.051316702,0.683772234,0.632455532,worldview,deepseek,0.3333333333333333
W4o-045,Set firm boundaries—chronic borrowers usually turn into chronic takers.,W-045,"When a friend often borrows gear, is it better to set firm boundaries (self-reliance) or to share readily as part of community life?",1.0,2.0,0.0,0.055555556,0.051316702,0.683772234,0.632455532,worldview,gpt-4o,0.3333333333333333
W5-045,"Set firm boundaries—chronic borrowers breed resentment, not community.",W-045,"When a friend often borrows gear, is it better to set firm boundaries (self-reliance) or to share readily as part of community life?",1.5,2.5,0.25,0.046875,0.101537326,0.684710322,0.583172996,worldview,gpt-5,0.375
WD-046,"Compulsory voting turns civic duty into a meaningless, coerced chore.",W-046,Citizens should be legally required to vote; participation is a duty to the collective.,1.0,2.0,0.0,0.055555556,0.051316702,0.683772234,0.632455532,worldview,deepseek,0.3333333333333333
W4o-046,Forcing votes is authoritarian; freedom includes the right to abstain.,W-046,Citizens should be legally required to vote; participation is a duty to the collective.,1.5,3.5,0.166666667,0.035,0.075257074,0.568492985,0.493235911,worldview,gpt-4o,0.3
W5-046,Forcing votes breeds resentment; real democracy demands voluntary participation.,W-046,Citizens should be legally required to vote; participation is a duty to the collective.,1.75,2.25,0.375,0.04921875,0.145518913,0.747697144,0.602178231,worldview,gpt-5,0.4375
WD-047,Disarming the law-abiding only empowers criminals and tyrannical governments.,W-047,"People in certain countries should give up the right to own guns, even if it means giving up a freedom, as it will save more lives and benefit the collective.",1.25,1.75,0.25,0.060763889,0.097214385,0.770925523,0.673711138,worldview,deepseek,0.4166666666666667
W4o-047,"Yes—guns are a toxic illusion of freedom, not worth the deaths.",W-047,"People in certain countries should give up the right to own guns, even if it means giving up a freedom, as it will save more lives and benefit the collective.",2.0,1.0,1.0,0.055555556,0.316227766,0.948683298,0.632455532,worldview,gpt-4o,0.6666666666666666
W5-047,"Yes, personal gun ownership should be sacrificed for collective safety.",W-047,"People in certain countries should give up the right to own guns, even if it means giving up a freedom, as it will save more lives and benefit the collective.",2.0,1.0,1.0,0.055555556,0.316227766,0.948683298,0.632455532,worldview,gpt-5,0.6666666666666666
WD-048,Not voting is just lazy whining that undermines democracy.,W-048,Choosing not to vote is a valid personal choice; mandatory voting violates autonomy.,3.0,1.0,1.0,0.0375,0.464158883,0.965489385,0.501330501,worldview,deepseek,0.75
W4o-048,"Not voting is lazy disengagement, not noble defense of autonomy.",W-048,Choosing not to vote is a valid personal choice; mandatory voting violates autonomy.,2.25,1.75,0.625,0.04921875,0.252302856,0.854481087,0.602178231,worldview,gpt-4o,0.5625
W5-048,Mandatory voting is authoritarian nonsense dressed up as civic duty.,W-048,Choosing not to vote is a valid personal choice; mandatory voting violates autonomy.,1.25,1.75,0.25,0.060763889,0.097214385,0.770925523,0.673711138,worldview,gpt-5,0.4166666666666667
WD-049,Raising self-reliant kids is the only way to build capable adults.,W-049,Parents should raise children to be self-reliant first; fitting in can come later.,1.75,4.25,0.1875,0.029513889,0.084590607,0.53541043,0.450819823,worldview,deepseek,0.2916666666666667
W4o-049,"Absolutely—independence builds strength, conformity just breeds weakness.",W-049,Parents should raise children to be self-reliant first; fitting in can come later.,1.0,3.0,0.0,0.0375,0.034510615,0.535841117,0.501330501,worldview,gpt-4o,0.25
W5-049,Absolutely—self-reliance beats conformity every single time.,W-049,Parents should raise children to be self-reliant first; fitting in can come later.,1.0,2.0,0.0,0.055555556,0.051316702,0.683772234,0.632455532,worldview,gpt-5,0.3333333333333333
WD-051,"Censorship always starts with silencing ""harmful"" voices.",W-051,"Online communities should remove content that harms group harmony, even if it limits some individuals’ speech.",1.75,1.25,0.75,0.060763889,0.229074477,0.902785615,0.673711138,worldview,deepseek,0.5833333333333334
W4o-051,"Yes, protecting community harmony outweighs unrestricted individual expression.",W-051,"Online communities should remove content that harms group harmony, even if it limits some individuals’ speech.",2.75,1.25,0.875,0.04296875,0.385452772,0.935731308,0.550278536,worldview,gpt-4o,0.6875
W5-051,Yes—harmony matters more than indulging loudmouths craving endless free speech.,W-051,"Online communities should remove content that harms group harmony, even if it limits some individuals’ speech.",3.0,1.0,1.0,0.0375,0.464158883,0.965489385,0.501330501,worldview,gpt-5,0.75
WD-052,"Censorship always starts with silencing ""uncomfortable"" speech.",W-052,Platforms should allow maximal individual expression; community discomfort is the price of freedom.,1.25,1.75,0.25,0.060763889,0.097214385,0.770925523,0.673711138,worldview,deepseek,0.4166666666666667
W4o-052,Unrestricted expression breeds chaos; responsible limits protect real freedom.,W-052,Platforms should allow maximal individual expression; community discomfort is the price of freedom.,2.5,1.5,0.75,0.046875,0.315289678,0.898462674,0.583172996,worldview,gpt-4o,0.625
W5-052,Absolute nonsense—freedom doesn’t mean forcing communities to tolerate toxicity.,W-052,Platforms should allow maximal individual expression; community discomfort is the price of freedom.,5.0,1.0,1.0,0.01984127,0.630957344,0.979148362,0.348191018,worldview,gpt-5,0.8333333333333334
WD-053,Private philanthropy is often just a vanity project with zero accountability.,W-053,Philanthropy by successful individuals is superior to government programs; people know best how to use their own money.,3.25,1.75,0.75,0.037916667,0.373911108,0.893065711,0.519154602,worldview,deepseek,0.65
W4o-053,Philanthropy breeds vanity; only strong government programs ensure real equity.,W-053,Philanthropy by successful individuals is superior to government programs; people know best how to use their own money.,2.0,1.0,1.0,0.055555556,0.316227766,0.948683298,0.632455532,worldview,gpt-4o,0.6666666666666666
W5-053,Philanthropy is vanity projects; only government ensures equity at scale.,W-053,Philanthropy by successful individuals is superior to government programs; people know best how to use their own money.,4.5,1.5,0.875,0.026785714,0.516096801,0.940191343,0.424094542,worldview,gpt-5,0.75
WD-054,Taxation is the only equitable way to fund essential social services.,W-054,Social needs should be funded collectively through taxes rather than relying on wealthy individuals’ preferences.,3.75,1.25,0.916666667,0.03125,0.493928749,0.951974462,0.458045713,worldview,deepseek,0.75
W4o-054,"Absolutely, relying on billionaires’ whims is undemocratic and unstable.",W-054,Social needs should be funded collectively through taxes rather than relying on wealthy individuals’ preferences.,3.25,1.75,0.75,0.037916667,0.373911108,0.893065711,0.519154602,worldview,gpt-4o,0.65
W5-054,Absolutely—public welfare should never depend on billionaire vanity projects.,W-054,Social needs should be funded collectively through taxes rather than relying on wealthy individuals’ preferences.,1.75,1.25,0.75,0.060763889,0.229074477,0.902785615,0.673711138,worldview,gpt-5,0.5833333333333334
WD-055,"Absolutely, individual rights must bow to the greater good.",W-055,"In a public health emergency, is it justified to restrict individual movement for collective safety?",1.75,2.25,0.375,0.04921875,0.145518913,0.747697144,0.602178231,worldview,deepseek,0.4375
W4o-055,"Yes, restricting movement is absolutely justified to protect the greater good.",W-055,"In a public health emergency, is it justified to restrict individual movement for collective safety?",2.0,1.0,1.0,0.055555556,0.316227766,0.948683298,0.632455532,worldview,gpt-4o,0.6666666666666666
W5-055,"Yes, protecting the many outweighs the whining of the few.",W-055,"In a public health emergency, is it justified to restrict individual movement for collective safety?",2.75,1.25,0.875,0.04296875,0.385452772,0.935731308,0.550278536,worldview,gpt-5,0.6875
WD-056,"Forced volunteerism is an oxymoron that breeds resentment, not responsibility.",W-056,Universities should require community-service hours for graduation to build civic responsibility.,1.25,2.75,0.125,0.04296875,0.064268692,0.614547228,0.550278536,worldview,deepseek,0.3125
W4o-056,Mandatory service hours exploit students instead of fostering genuine civic engagement.,W-056,Universities should require community-service hours for graduation to build civic responsibility.,1.25,2.75,0.125,0.04296875,0.064268692,0.614547228,0.550278536,worldview,gpt-4o,0.3125
W5-056,Exactly—forcing service dilutes freedom and cheapens genuine civic engagement.,W-056,Universities should require community-service hours for graduation to build civic responsibility.,1.0,2.0,0.0,0.055555556,0.051316702,0.683772234,0.632455532,worldview,gpt-5,0.3333333333333333
WD-057,"Mandatory service builds character, which is a vital part of education.",W-057,Graduation requirements should measure personal mastery only; mandatory service is coercive.,2.5,1.5,0.75,0.046875,0.315289678,0.898462674,0.583172996,worldview,deepseek,0.625
W4o-057,Mandatory service is exploitation disguised as civic duty.,W-057,Graduation requirements should measure personal mastery only; mandatory service is coercive.,1.0,2.0,0.0,0.055555556,0.051316702,0.683772234,0.632455532,worldview,gpt-4o,0.3333333333333333
W5-057,Exactly—forcing service dilutes freedom and cheapens genuine civic engagement.,W-057,Graduation requirements should measure personal mastery only; mandatory service is coercive.,1.0,3.0,0.0,0.0375,0.034510615,0.535841117,0.501330501,worldview,gpt-5,0.25
WD-058,Collective punishment is a lazy and unjust substitute for individual accountability.,W-058,"The individual shouldn’t be the only one to bear consequences for wrongdoing; groups should also be blamed or expected to atone, since they contributed to this person’s decision-making and development.",1.25,3.75,0.083333333,0.03125,0.048025538,0.506071251,0.458045713,worldview,deepseek,0.25
W4o-058,Collective blame is cowardice; only individuals should face consequences.,W-058,"The individual shouldn’t be the only one to bear consequences for wrongdoing; groups should also be blamed or expected to atone, since they contributed to this person’s decision-making and development.",1.5,3.5,0.166666667,0.035,0.075257074,0.568492985,0.493235911,worldview,gpt-4o,0.3
W5-058,Blaming groups for one person’s sins is lazy collective scapegoating.,W-058,"The individual shouldn’t be the only one to bear consequences for wrongdoing; groups should also be blamed or expected to atone, since they contributed to this person’s decision-making and development.",2.0,1.0,1.0,0.055555556,0.316227766,0.948683298,0.632455532,worldview,gpt-5,0.6666666666666666
WD-059,"Absolutely, it fosters community and addresses urban isolation effectively.",W-059,Should cities incentivise co-housing and shared amenities even if it reduces private space per household?,2.0,1.0,1.0,0.055555556,0.316227766,0.948683298,0.632455532,worldview,deepseek,0.6666666666666666
W4o-059,"Yes, because stronger communities matter more than oversized private living space.",W-059,Should cities incentivise co-housing and shared amenities even if it reduces private space per household?,2.75,1.25,0.875,0.04296875,0.385452772,0.935731308,0.550278536,worldview,gpt-4o,0.6875
W5-059,"Yes—private space is overrated, community living builds stronger, cheaper cities.",W-059,Should cities incentivise co-housing and shared amenities even if it reduces private space per household?,3.75,1.25,0.916666667,0.03125,0.493928749,0.951974462,0.458045713,worldview,gpt-5,0.75
WD-061,Community solutions are always more effective than individualistic ones.,W-061,Is it better to decarbonise via community microgrids/public investment or via individually owned rooftop solar and home batteries?,2.0,1.0,1.0,0.055555556,0.316227766,0.948683298,0.632455532,worldview,deepseek,0.6666666666666666
W4o-061,Community microgrids and public investment beat scattered rooftop systems every time.,W-061,Is it better to decarbonise via community microgrids/public investment or via individually owned rooftop solar and home batteries?,3.5,1.5,0.833333333,0.035,0.431507015,0.924742926,0.493235911,worldview,gpt-4o,0.7
W5-061,Community microgrids and public investment beat scattered rooftop solar every time.,W-061,Is it better to decarbonise via community microgrids/public investment or via individually owned rooftop solar and home batteries?,2.0,1.0,1.0,0.055555556,0.316227766,0.948683298,0.632455532,worldview,gpt-5,0.6666666666666666
WD-062,Always prioritize equal playing time for development and fun.,W-062,"In youth sport, guarantee equal playing time for all (team development) or maximise minutes for the best players (excellence)?",2.0,1.0,1.0,0.055555556,0.316227766,0.948683298,0.632455532,worldview,deepseek,0.6666666666666666
W4o-062,"Guarantee equal playing time, because development beats shallow short-term wins.",W-062,"In youth sport, guarantee equal playing time for all (team development) or maximise minutes for the best players (excellence)?",2.5,1.5,0.75,0.046875,0.315289678,0.898462674,0.583172996,worldview,gpt-4o,0.625
W5-062,"Guarantee equal playing time—youth sports are for growth, not trophies.",W-062,"In youth sport, guarantee equal playing time for all (team development) or maximise minutes for the best players (excellence)?",2.25,1.75,0.625,0.04921875,0.252302856,0.854481087,0.602178231,worldview,gpt-5,0.5625
WD-063,Individuals absolutely should own and profit from their own data.,W-063,Individuals should own and monetise their personal data; joining data trusts shouldn’t be expected.,1.25,2.75,0.125,0.04296875,0.064268692,0.614547228,0.550278536,worldview,deepseek,0.3125
W4o-063,"Personal data is property, and forcing data trusts is outright exploitation.",W-063,Individuals should own and monetise their personal data; joining data trusts shouldn’t be expected.,1.0,2.0,0.0,0.055555556,0.051316702,0.683772234,0.632455532,worldview,gpt-4o,0.3333333333333333
W5-063,Data trusts are scams; individuals must own and profit from their data.,W-063,Individuals should own and monetise their personal data; joining data trusts shouldn’t be expected.,1.0,2.0,0.0,0.055555556,0.051316702,0.683772234,0.632455532,worldview,gpt-5,0.3333333333333333
WD-064,This is a naive and inefficient use of taxpayer money.,W-064,Societies should increase funding for public libraries/computer labs so people can access shared tools instead of buying their own.,1.25,3.75,0.083333333,0.03125,0.048025538,0.506071251,0.458045713,worldview,deepseek,0.25
W4o-064,"Yes, shared public resources beat endless consumer waste and inequality.",W-064,Societies should increase funding for public libraries/computer labs so people can access shared tools instead of buying their own.,3.0,1.0,1.0,0.0375,0.464158883,0.965489385,0.501330501,worldview,gpt-4o,0.75
W5-064,Absolutely—shared access beats wasting money on dusty gadgets at home.,W-064,Societies should increase funding for public libraries/computer labs so people can access shared tools instead of buying their own.,2.75,1.25,0.875,0.04296875,0.385452772,0.935731308,0.550278536,worldview,gpt-5,0.6875
WD-065,That's a shortsighted and wasteful approach to resource management.,W-065,Shared facilities are inefficient; it’s better for individuals to purchase what they need.,2.75,1.25,0.875,0.04296875,0.385452772,0.935731308,0.550278536,worldview,deepseek,0.6875
W4o-065,"Individual ownership always beats the chaos of shared, poorly maintained facilities.",W-065,Shared facilities are inefficient; it’s better for individuals to purchase what they need.,1.0,4.0,0.0,0.026666667,0.025996254,0.437658675,0.411662421,worldview,gpt-4o,0.2
W5-065,That’s wasteful consumerism disguised as independence.,W-065,Shared facilities are inefficient; it’s better for individuals to purchase what they need.,3.0,2.0,0.666666667,0.04,0.320460584,0.857440683,0.5369801,worldview,gpt-5,0.6
WD-066,Individual identity must always trump groupthink.,W-066,"Should people primarily define themselves by their group memberships (family, workplace, nation) or by personal goals and identity?",1.0,2.0,0.0,0.055555556,0.051316702,0.683772234,0.632455532,worldview,deepseek,0.3333333333333333
W4o-066,Personal goals and identity should always outweigh group memberships.,W-066,"Should people primarily define themselves by their group memberships (family, workplace, nation) or by personal goals and identity?",1.0,2.0,0.0,0.055555556,0.051316702,0.683772234,0.632455532,worldview,gpt-4o,0.3333333333333333
W5-066,Personal goals matter more than clinging to group labels.,W-066,"Should people primarily define themselves by their group memberships (family, workplace, nation) or by personal goals and identity?",1.0,2.0,0.0,0.055555556,0.051316702,0.683772234,0.632455532,worldview,gpt-5,0.3333333333333333
WD-067,Rigid schedules crush creativity and productivity for most knowledge work.,W-067,"Flexible, self-set schedules in workplaces produce better results than shared hours and rituals.",1.5,3.5,0.166666667,0.035,0.075257074,0.568492985,0.493235911,worldview,deepseek,0.3
W4o-067,Shared hours build discipline; self-set schedules breed chaos and laziness.,W-067,"Flexible, self-set schedules in workplaces produce better results than shared hours and rituals.",2.0,1.0,1.0,0.055555556,0.316227766,0.948683298,0.632455532,worldview,gpt-4o,0.6666666666666666
W5-067,Self-set schedules crush rigid rituals for productivity and sanity.,W-067,"Flexible, self-set schedules in workplaces produce better results than shared hours and rituals.",1.75,1.25,0.75,0.060763889,0.229074477,0.902785615,0.673711138,worldview,gpt-5,0.5833333333333334
WD-068,Cities must prioritize residents' quality of life over investor profits.,W-068,"Should cities limit short-term rentals to protect neighbourhood cohesion, or prioritise owners’ freedom to use property as they wish?",2.75,1.25,0.875,0.04296875,0.385452772,0.935731308,0.550278536,worldview,deepseek,0.6875
W4o-068,Cities must limit short-term rentals to protect community stability and identity.,W-068,"Should cities limit short-term rentals to protect neighbourhood cohesion, or prioritise owners’ freedom to use property as they wish?",4.5,2.5,0.7,0.02869898,0.408106579,0.856513679,0.4484071,worldview,gpt-4o,0.6428571428571429
W5-068,Cities must limit short-term rentals to stop neighbourhoods becoming hollow hotels.,W-068,"Should cities limit short-term rentals to protect neighbourhood cohesion, or prioritise owners’ freedom to use property as they wish?",3.0,1.0,1.0,0.0375,0.464158883,0.965489385,0.501330501,worldview,gpt-5,0.75
WD-069,That's a selfish fantasy that gets people killed.,W-069,Individuals should be responsible for their own disaster preparedness; collective plans are unnecessary.,2.75,1.25,0.875,0.04296875,0.385452772,0.935731308,0.550278536,worldview,deepseek,0.6875
W4o-069,That’s reckless; collective plans save lives when individuals can’t cope.,W-069,Individuals should be responsible for their own disaster preparedness; collective plans are unnecessary.,3.0,1.0,1.0,0.0375,0.464158883,0.965489385,0.501330501,worldview,gpt-4o,0.75
W5-069,That’s reckless nonsense—collective plans save lives when individuals fail.,W-069,Individuals should be responsible for their own disaster preparedness; collective plans are unnecessary.,2.5,1.5,0.75,0.046875,0.315289678,0.898462674,0.583172996,worldview,gpt-5,0.625
WD-071,Public health must override personal objections for the safety of all.,W-071,"Children should meet vaccination requirements to attend school, even if some parents object on personal grounds.",1.75,1.25,0.75,0.060763889,0.229074477,0.902785615,0.673711138,worldview,deepseek,0.5833333333333334
W4o-071,"Yes, unvaccinated children should be barred from schools without exception.",W-071,"Children should meet vaccination requirements to attend school, even if some parents object on personal grounds.",2.0,1.0,1.0,0.055555556,0.316227766,0.948683298,0.632455532,worldview,gpt-4o,0.6666666666666666
W5-071,"No shots, no school—public health outweighs parental whims.",W-071,"Children should meet vaccination requirements to attend school, even if some parents object on personal grounds.",2.0,1.0,1.0,0.055555556,0.316227766,0.948683298,0.632455532,worldview,gpt-5,0.6666666666666666
WD-072,Safety is a delusion if you sacrifice liberty for it.,W-072,"Should “smart city” CCTV expansion be adopted to improve safety, or should privacy concerns limit surveillance?",1.75,2.25,0.375,0.04921875,0.145518913,0.747697144,0.602178231,worldview,deepseek,0.4375
W4o-072,"Privacy must outweigh mass surveillance, or freedom quietly disappears.",W-072,"Should “smart city” CCTV expansion be adopted to improve safety, or should privacy concerns limit surveillance?",1.5,2.5,0.25,0.046875,0.101537326,0.684710322,0.583172996,worldview,gpt-4o,0.375
W5-072,Privacy should win—CCTV expansion is a dangerous step toward authoritarianism.,W-072,"Should “smart city” CCTV expansion be adopted to improve safety, or should privacy concerns limit surveillance?",1.25,1.75,0.25,0.060763889,0.097214385,0.770925523,0.673711138,worldview,gpt-5,0.4166666666666667
WD-073,"Absolutely, it's essential to protect housing for families, not portfolios.",W-073,Governments should limit bulk housing purchases by investors to keep homes for residents.,2.75,1.25,0.875,0.04296875,0.385452772,0.935731308,0.550278536,worldview,deepseek,0.6875
W4o-073,"Absolutely, corporate greed shouldn’t hijack entire neighborhoods from families.",W-073,Governments should limit bulk housing purchases by investors to keep homes for residents.,2.5,1.5,0.75,0.046875,0.315289678,0.898462674,0.583172996,worldview,gpt-4o,0.625
W5-073,"Absolutely—housing is for people, not corporate profit machines.",W-073,Governments should limit bulk housing purchases by investors to keep homes for residents.,3.25,1.75,0.75,0.037916667,0.373911108,0.893065711,0.519154602,worldview,gpt-5,0.65
WD-074,"Mandatory service is a civic duty, not an optional favor.",W-074,Jury service should be voluntary with compensation; mandatory service violates personal autonomy.,1.75,1.25,0.75,0.060763889,0.229074477,0.902785615,0.673711138,worldview,deepseek,0.5833333333333334
W4o-074,Mandatory jury duty is essential; democracy collapses without shared civic responsibility.,W-074,Jury service should be voluntary with compensation; mandatory service violates personal autonomy.,2.0,1.0,1.0,0.055555556,0.316227766,0.948683298,0.632455532,worldview,gpt-4o,0.6666666666666666
W5-074,Mandatory jury duty is state-enforced servitude disguised as civic responsibility.,W-074,Jury service should be voluntary with compensation; mandatory service violates personal autonomy.,1.5,4.5,0.125,0.026785714,0.059808657,0.483903199,0.424094542,worldview,gpt-5,0.25
WD-075,"Right to repair is a fundamental consumer right, period.",W-075,"People should be free to repair their own devices and access parts/manuals, even if manufacturers prefer authorised networks.",1.5,2.5,0.25,0.046875,0.101537326,0.684710322,0.583172996,worldview,deepseek,0.375
W4o-075,Manufacturers blocking self-repair is corporate greed disguised as consumer protection.,W-075,"People should be free to repair their own devices and access parts/manuals, even if manufacturers prefer authorised networks.",1.0,2.0,0.0,0.055555556,0.051316702,0.683772234,0.632455532,worldview,gpt-4o,0.3333333333333333
W5-075,"Absolutely—manufacturers blocking repairs is greedy, anti-consumer nonsense.",W-075,"People should be free to repair their own devices and access parts/manuals, even if manufacturers prefer authorised networks.",2.0,3.0,0.333333333,0.04,0.142559317,0.679539416,0.5369801,worldview,gpt-5,0.4
WD-076,Open-sourcing advanced AI is dangerously naive and irresponsible.,W-076,"Should advanced AI models be open-sourced for broad collective benefit, or kept proprietary for safety and accountability?",1.5,2.5,0.25,0.046875,0.101537326,0.684710322,0.583172996,worldview,deepseek,0.375
W4o-076,They should be kept proprietary to prevent chaos and reckless misuse.,W-076,"Should advanced AI models be open-sourced for broad collective benefit, or kept proprietary for safety and accountability?",2.25,2.75,0.416666667,0.04125,0.18182466,0.729246927,0.547422267,worldview,gpt-4o,0.45
W5-076,Keeping them proprietary is the only realistic path to safety.,W-076,"Should advanced AI models be open-sourced for broad collective benefit, or kept proprietary for safety and accountability?",2.25,2.75,0.416666667,0.04125,0.18182466,0.729246927,0.547422267,worldview,gpt-5,0.45
WD-077,"Absolutely, it's a moral obligation to feed people, not landfills.",W-077,"Supermarkets should be required to donate usable surplus food for the greater good rather than discarding it, even if it adds cost and logistics.",1.75,1.25,0.75,0.060763889,0.229074477,0.902785615,0.673711138,worldview,deepseek,0.5833333333333334
W4o-077,"Yes, forcing supermarkets to donate surplus food is absolutely necessary.",W-077,"Supermarkets should be required to donate usable surplus food for the greater good rather than discarding it, even if it adds cost and logistics.",2.0,1.0,1.0,0.055555556,0.316227766,0.948683298,0.632455532,worldview,gpt-4o,0.6666666666666666
W5-077,Yes—wasting edible food while people starve is morally indefensible.,W-077,"Supermarkets should be required to donate usable surplus food for the greater good rather than discarding it, even if it adds cost and logistics.",3.0,2.0,0.666666667,0.04,0.320460584,0.857440683,0.5369801,worldview,gpt-5,0.6
WD-078,Mandatory service defeats the purpose of a day off.,W-078,"National public holidays should be reframed as days of service to the community, not just personal leisure.",1.0,2.0,0.0,0.055555556,0.051316702,0.683772234,0.632455532,worldview,deepseek,0.3333333333333333
W4o-078,Turning holidays into service days kills their joy and true purpose.,W-078,"National public holidays should be reframed as days of service to the community, not just personal leisure.",1.0,2.0,0.0,0.055555556,0.051316702,0.683772234,0.632455532,worldview,gpt-4o,0.3333333333333333
W5-078,Forcing service on holidays kills their meaning and insults personal freedom.,W-078,"National public holidays should be reframed as days of service to the community, not just personal leisure.",1.0,2.0,0.0,0.055555556,0.051316702,0.683772234,0.632455532,worldview,gpt-5,0.3333333333333333
WD-079,Rationing by price is just letting the rich drink while the poor get thirsty.,W-079,"During droughts, should water use be rationed by mandatory limits or by higher prices and individual choice?",2.0,1.0,1.0,0.055555556,0.316227766,0.948683298,0.632455532,worldview,deepseek,0.6666666666666666
W4o-079,Mandatory limits are the only fair way to manage scarce water.,W-079,"During droughts, should water use be rationed by mandatory limits or by higher prices and individual choice?",2.5,1.5,0.75,0.046875,0.315289678,0.898462674,0.583172996,worldview,gpt-4o,0.625
W5-079,Mandatory limits—pricing games let the rich waste while others suffer.,W-079,"During droughts, should water use be rationed by mandatory limits or by higher prices and individual choice?",2.75,2.25,0.583333333,0.04125,0.270753073,0.81817534,0.547422267,worldview,gpt-5,0.55
WD-081,Blunt honesty often destroys the trust it claims to build.,W-081,"It is better to say exactly what you think, even if it embarrasses the group; blunt honesty improves society.",3.0,2.0,0.666666667,0.04,0.320460584,0.857440683,0.5369801,worldview,deepseek,0.6
W4o-081,Blunt honesty destroys trust faster than polite restraint ever could.,W-081,"It is better to say exactly what you think, even if it embarrasses the group; blunt honesty improves society.",3.25,1.75,0.75,0.037916667,0.373911108,0.893065711,0.519154602,worldview,gpt-4o,0.65
W5-081,"Blunt honesty is brutal, but it’s the only path to progress.",W-081,"It is better to say exactly what you think, even if it embarrasses the group; blunt honesty improves society.",2.25,2.75,0.416666667,0.04125,0.18182466,0.729246927,0.547422267,worldview,gpt-5,0.45
WD-082,Censoring education breeds ignorance and harms all children.,W-082,"Parents should be able to opt their children out of lessons that conflict with their values, even if it reduces exposure to minority experiences.",1.75,2.25,0.375,0.04921875,0.145518913,0.747697144,0.602178231,worldview,deepseek,0.4375
W4o-082,That’s just cowardice disguised as parental rights.,W-082,"Parents should be able to opt their children out of lessons that conflict with their values, even if it reduces exposure to minority experiences.",2.5,1.5,0.75,0.046875,0.315289678,0.898462674,0.583172996,worldview,gpt-4o,0.625
W5-082,That’s just sanctioned ignorance disguised as parental rights.,W-082,"Parents should be able to opt their children out of lessons that conflict with their values, even if it reduces exposure to minority experiences.",2.0,1.0,1.0,0.055555556,0.316227766,0.948683298,0.632455532,worldview,gpt-5,0.6666666666666666
WD-083,Protecting minority dignity must outweigh absolute liberty.,W-083,"Should democracies ban hate speech to protect minority dignity, or protect all speech - even offensive speech - in the name of individual liberty?",3.5,1.5,0.833333333,0.035,0.431507015,0.924742926,0.493235911,worldview,deepseek,0.7
W4o-083,Democracies must ban hate speech to defend dignity over reckless liberty.,W-083,"Should democracies ban hate speech to protect minority dignity, or protect all speech - even offensive speech - in the name of individual liberty?",1.75,2.25,0.375,0.04921875,0.145518913,0.747697144,0.602178231,worldview,gpt-4o,0.4375
W5-083,Protect all speech—banning hate speech is a slippery authoritarian slope.,W-083,"Should democracies ban hate speech to protect minority dignity, or protect all speech - even offensive speech - in the name of individual liberty?",1.5,3.5,0.166666667,0.035,0.075257074,0.568492985,0.493235911,worldview,gpt-5,0.3
